"Client";"BLUEBOOK";"RETAINED";"NPOLICY";"CLM_AMT";"AGE";"YOJ";"GENDER";"MARRIED";"MAX_EDUC"
"2091";18790;6;3;4172;39;9;"F";"No";"Masters"
"2092";18790;4;3;0;39;9;"F";"No";"Masters"
"2093";1500;1;1;0;29;16;"F";"Yes";"Bachelors"
"2094";7200;4;1;1146;57;14;"M";"Yes";"<High School"
"2095";32430;1;1;60846,530416313;36;12;"M";"No";"Bachelors"
"2096";10380;4;2;0;45;15;"F";"Yes";"<High School"
"2097";14660;6;1;926;39;15;"F";"Yes";"Bachelors"
"2098";14720;1;1;0;30;12;"F";"Yes";"High School"
"2099";25900;10;1;0;53;10;"M";"Yes";"High School"
"2100";11040;7;2;0;45;10;"F";"Yes";"Bachelors"
"2101";12960;13;2;2027;49;11;"F";"Yes";"Bachelors"
"2102";9400;6;1;0;39;0;"F";"Yes";"High School"
"2103";3470;1;1;0;56;13;"M";"No";"<High School"
"2104";4250;1;1;0;44;14;"F";"No";"Masters"
"2105";9590;4;1;0;45;13;"F";"Yes";"Bachelors"
"2106";21730;1;2;0;59;11;"M";"Yes";"PhD"
"2107";22460;3;1;0;55;14;"M";"Yes";"PhD"
"2108";6500;1;1;4805,26812416249;50;15;"F";"Yes";"Bachelors"
"2109";1500;1;1;0;48;12;"M";"No";"Bachelors"
"2110";9860;1;1;2982;45;NA;"F";"No";"Masters"
"2111";1500;1;1;0;50;11;"M";"No";"Bachelors"
"2112";14070;10;1;0;40;10;"M";"No";"<High School"
"2113";6980;6;3;0;40;13;"M";"Yes";"Bachelors"
"2114";15730;1;3;0;41;13;"M";"Yes";"<High School"
"2115";18780;6;1;2493;47;13;"M";"Yes";"Masters"
"2116";9470;6;2;4447;61;9;"M";"Yes";"Bachelors"
"2117";14110;4;2;0;65;9;"M";"Yes";"Masters"
"2118";19400;3;3;5146;37;13;"F";"No";"PhD"
"2119";6100;6;1;0;46;12;"F";"Yes";"Bachelors"
"2120";23490;4;1;0;44;12;"M";"Yes";"PhD"
"2121";4800;4;1;4979;33;0;"M";"Yes";"High School"
"2122";20670;4;1;0;43;10;"M";"No";"High School"
"2123";16410;1;1;0;43;17;"M";"Yes";"Bachelors"
"2124";12970;10;4;4289;47;10;"M";"No";"<High School"
"2125";23780;1;4;3930;49;11;"M";"No";"Bachelors"
"2126";12880;1;4;0;49;11;"M";"No";"Bachelors"
"2127";12940;1;7;0;16;0;"F";"No";"<High School"
"2128";13950;6;7;0;16;NA;"F";"No";"<High School"
"2129";19890;6;1;0;33;NA;"F";"Yes";"Bachelors"
"2130";18460;7;2;0;50;13;"M";"Yes";"Bachelors"
"2131";9200;1;2;0;50;13;"M";"Yes";"Bachelors"
"2132";5900;10;1;4537;44;16;"M";"Yes";"PhD"
"2133";4700;7;3;0;32;16;"F";"Yes";"High School"
"2134";6640;4;1;0;48;10;"M";"Yes";"Masters"
"2135";34280;6;2;0;52;12;"F";"Yes";"Masters"
"2136";13990;5;2;0;46;11;"F";"No";"Masters"
"2137";21830;4;2;0;50;11;"F";"No";"Bachelors"
"2138";14360;1;3;0;53;10;"F";"No";"Bachelors"
"2139";7590;4;2;0;37;14;"F";"No";"Masters"
"2140";3680;6;1;0;26;7;"F";"Yes";"High School"
"2141";3570;1;1;4961;44;14;"F";"Yes";"High School"
"2142";18910;10;2;0;45;11;"F";"Yes";"Masters"
"2143";24180;1;1;2723;41;15;"F";"Yes";"Masters"
"2144";9800;1;2;3780;52;12;"M";"No";"Bachelors"
"2145";17020;1;1;3180;46;11;"M";"No";"Bachelors"
"2146";7400;1;1;0;59;14;"F";"Yes";"High School"
"2147";5800;4;2;7505,11954817731;43;10;"M";"No";"<High School"
"2148";13090;6;2;0;43;10;"M";"No";"<High School"
"2149";15500;6;2;3726;38;12;"F";"No";"Masters"
"2150";19600;1;1;0;44;NA;"F";"Yes";"Bachelors"
"2151";9700;1;1;0;42;7;"M";"Yes";"High School"
"2152";17140;10;1;0;55;8;"F";"Yes";"Bachelors"
"2153";32130;9;2;0;44;13;"F";"Yes";"High School"
"2154";24930;4;3;0;42;10;"F";"No";"Masters"
"2155";2950;10;1;4798;NA;9;"F";"No";"<High School"
"2156";14000;4;1;4953;39;16;"M";"Yes";"High School"
"2157";6300;6;2;0;48;8;"M";"Yes";"Bachelors"
"2158";24740;4;1;0;47;12;"F";"Yes";"High School"
"2159";1500;6;1;0;51;14;"M";"Yes";"High School"
"2160";17350;6;1;3311;25;0;"F";"Yes";"<High School"
"2161";14580;6;2;6027;29;11;"F";"Yes";"High School"
"2162";4480;11;3;0;28;NA;"M";"Yes";"<High School"
"2163";9070;1;2;0;48;12;"M";"Yes";"<High School"
"2164";1500;4;2;4286;36;7;"F";"No";"<High School"
"2165";14750;9;3;0;41;NA;"F";"Yes";"Masters"
"2166";28890;10;3;0;43;15;"F";"Yes";"Masters"
"2167";16500;4;2;0;43;7;"M";"Yes";"Masters"
"2168";3930;1;2;6730;43;7;"M";"Yes";"Masters"
"2169";9260;1;2;5728;48;12;"M";"Yes";"PhD"
"2170";21930;1;4;0;48;9;"F";"No";"<High School"
"2171";7580;1;4;0;50;0;"F";"No";"High School"
"2172";6520;1;4;0;50;0;"F";"No";"High School"
"2173";5800;1;4;3702;42;0;"M";"Yes";"High School"
"2174";5800;3;4;991,081875085501;43;0;"M";"Yes";"High School"
"2175";5700;1;4;5126;43;0;"M";"Yes";"High School"
"2176";9220;6;1;0;34;0;"M";"No";"<High School"
"2177";10980;1;1;3865;42;12;"M";"Yes";"High School"
"2178";20250;3;2;0;38;12;"M";"Yes";"Bachelors"
"2179";23120;6;2;7765;38;12;"M";"Yes";"Bachelors"
"2180";4500;7;2;834,520691455506;28;9;"M";"Yes";"High School"
"2181";7240;6;1;0;40;9;"F";"Yes";"High School"
"2182";31780;1;2;0;51;8;"M";"Yes";"High School"
"2183";11030;13;1;0;47;10;"F";"Yes";"High School"
"2184";25280;6;1;0;66;15;"M";"Yes";"Bachelors"
"2185";5590;1;2;4898,26307115395;53;10;"M";"Yes";"Masters"
"2186";27020;6;1;0;57;NA;"M";"Yes";"PhD"
"2187";22630;1;3;0;46;NA;"M";"Yes";"High School"
"2188";12120;4;3;0;47;15;"M";"Yes";"High School"
"2189";25090;4;3;5324;47;15;"M";"Yes";"High School"
"2190";7430;1;1;0;35;10;"F";"Yes";"Masters"
"2191";9130;10;1;0;37;13;"F";"No";"Bachelors"
"2192";5800;1;2;0;43;11;"F";"Yes";"High School"
"2193";19310;4;2;4805;50;9;"M";"No";"Masters"
"2194";14310;3;2;0;51;9;"M";"No";"Masters"
"2195";19150;6;1;0;34;14;"F";"Yes";"Bachelors"
"2196";23490;11;3;0;57;0;"F";"Yes";"PhD"
"2197";33750;6;3;0;58;13;"F";"Yes";"PhD"
"2198";11300;4;1;0;33;0;"F";"Yes";"High School"
"2199";17910;1;1;0;55;11;"M";"No";"<High School"
"2200";15290;1;2;0;41;13;"F";"Yes";"Bachelors"
"2201";26420;7;2;0;42;13;"F";"Yes";"Bachelors"
"2202";7300;1;3;5141;58;0;"F";"Yes";"High School"
"2203";33220;1;1;0;37;11;"M";"Yes";"High School"
"2204";19930;3;1;0;52;10;"F";"Yes";"Bachelors"
"2205";8070;1;3;0;43;11;"F";"No";"Bachelors"
"2206";7320;3;1;0;56;15;"F";"No";"Bachelors"
"2207";9380;4;1;0;41;7;"F";"Yes";"Bachelors"
"2208";22820;1;1;8047;46;NA;"M";"No";"Masters"
"2209";4250;7;2;0;43;14;"M";"No";"Bachelors"
"2210";7500;1;2;0;43;14;"M";"Yes";"<High School"
"2211";12070;3;3;0;46;5;"F";"Yes";"Masters"
"2212";15590;7;3;0;48;5;"F";"Yes";"Masters"
"2213";28970;4;3;0;48;5;"F";"Yes";"Masters"
"2214";12470;4;1;0;61;13;"F";"Yes";"High School"
"2215";43510;1;1;0;51;12;"F";"Yes";"PhD"
"2216";6000;1;1;0;55;13;"M";"Yes";"High School"
"2217";10500;1;1;0;38;12;"F";"Yes";"High School"
"2218";18080;4;1;0;50;0;"F";"Yes";"Masters"
"2219";13570;10;1;4037;61;14;"F";"Yes";"PhD"
"2220";22680;6;1;0;45;13;"M";"No";"Masters"
"2221";11920;4;2;25695,1423170573;27;9;"M";"No";"High School"
"2222";9560;7;2;0;53;13;"F";"Yes";"Bachelors"
"2223";6600;4;1;0;51;0;"M";"Yes";"High School"
"2224";13540;1;1;0;37;16;"F";"Yes";"High School"
"2225";8850;3;2;2251;48;11;"F";"No";"High School"
"2226";9160;6;2;0;55;12;"M";"No";"Bachelors"
"2227";10470;1;1;0;42;NA;"M";"Yes";"Bachelors"
"2228";16230;1;1;3884;41;13;"M";"Yes";"High School"
"2229";15820;1;2;0;46;11;"M";"No";"High School"
"2230";20580;11;1;1828;60;17;"M";"Yes";"Masters"
"2231";1500;1;2;0;45;12;"F";"Yes";"High School"
"2232";12580;10;4;0;46;8;"F";"Yes";"Bachelors"
"2233";30870;4;4;0;47;8;"F";"Yes";"Bachelors"
"2234";9820;7;4;0;48;8;"F";"Yes";"Bachelors"
"2235";5120;6;4;0;48;8;"F";"Yes";"Bachelors"
"2236";3950;4;1;0;39;14;"F";"Yes";"High School"
"2237";6500;7;1;0;50;9;"M";"No";"Masters"
"2238";29170;6;1;4541;38;14;"M";"Yes";"Masters"
"2239";6400;4;1;0;49;8;"F";"Yes";"<High School"
"2240";10540;1;1;0;46;7;"F";"Yes";"<High School"
"2241";13850;4;1;0;53;13;"M";"Yes";"PhD"
"2242";18150;1;3;0;55;15;"F";"Yes";"High School"
"2243";28690;10;3;6528;58;15;"F";"Yes";"High School"
"2244";15100;1;1;0;66;10;"M";"Yes";"Bachelors"
"2245";9440;6;1;0;30;14;"F";"No";"Bachelors"
"2246";9800;7;2;0;39;12;"F";"Yes";"PhD"
"2247";13160;4;1;0;43;0;"F";"No";"Masters"
"2248";7400;3;1;1098;59;0;"M";"Yes";"Bachelors"
"2249";11940;7;1;0;42;12;"M";"Yes";"Masters"
"2250";16550;1;1;2610;45;9;"M";"Yes";"<High School"
"2251";14390;7;2;0;49;14;"F";"Yes";"Bachelors"
"2252";9100;5;2;0;19;0;"F";"Yes";"<High School"
"2253";19390;1;1;0;38;8;"F";"Yes";"Bachelors"
"2254";11500;10;1;0;38;10;"F";"Yes";"High School"
"2255";28530;1;1;0;48;12;"F";"Yes";"PhD"
"2256";12740;4;3;0;28;13;"M";"No";"Bachelors"
"2257";13400;6;1;2819;43;11;"M";"No";"High School"
"2258";8130;3;1;1856;45;13;"F";"No";"<High School"
"2259";27200;4;2;0;36;12;"F";"No";"Bachelors"
"2260";35990;1;2;0;36;12;"F";"No";"Bachelors"
"2261";6960;1;2;4875;45;14;"M";"Yes";"Masters"
"2262";19600;13;2;0;46;7;"F";"Yes";"Masters"
"2263";12710;3;2;0;29;NA;"M";"Yes";"<High School"
"2264";9050;1;2;0;32;0;"M";"Yes";"<High School"
"2265";14230;1;4;0;38;NA;"M";"No";"<High School"
"2266";14440;10;1;0;48;8;"F";"Yes";"Bachelors"
"2267";10930;7;2;0;63;13;"M";"Yes";"High School"
"2268";29400;6;2;0;63;13;"M";"Yes";"High School"
"2269";18480;4;2;0;51;13;"F";"Yes";"Masters"
"2270";18190;1;2;0;42;12;"M";"Yes";"Masters"
"2271";15240;6;2;0;48;11;"M";"No";"Bachelors"
"2272";15240;3;2;0;48;11;"M";"No";"Bachelors"
"2273";6080;6;1;3559;32;12;"F";"Yes";"High School"
"2274";13820;4;1;0;55;2;"F";"Yes";"Bachelors"
"2275";13640;10;1;0;41;11;"M";"Yes";"High School"
"2276";26730;20;1;0;45;8;"F";"No";"Bachelors"
"2277";17540;14;1;0;45;8;"M";"Yes";"Masters"
"2278";8290;4;1;0;38;9;"F";"No";"High School"
"2279";11080;6;1;0;46;13;"M";"Yes";"High School"
"2280";15640;1;1;5802;28;11;"F";"No";"Bachelors"
"2281";15080;7;2;0;38;12;"M";"Yes";"Masters"
"2282";5500;3;2;2736,88728156416;40;12;"M";"Yes";"Masters"
"2283";11940;10;2;0;48;8;"M";"No";"Bachelors"
"2284";11510;10;1;0;43;15;"F";"Yes";"Bachelors"
"2285";5980;4;1;0;34;8;"M";"No";"Bachelors"
"2286";10690;7;1;0;55;12;"F";"No";"Masters"
"2287";14520;4;2;0;48;14;"M";"Yes";"Masters"
"2288";6970;5;2;0;48;14;"M";"Yes";"Masters"
"2289";7280;1;1;3012;47;16;"F";"Yes";"High School"
"2290";21820;1;2;5440;35;13;"M";"Yes";"High School"
"2291";20680;10;1;0;35;NA;"M";"Yes";"PhD"
"2292";11050;6;1;0;50;14;"F";"Yes";"<High School"
"2293";10340;1;1;9605;43;11;"F";"Yes";"High School"
"2294";16270;1;1;0;63;15;"F";"Yes";"PhD"
"2295";4200;6;1;5354;27;11;"F";"No";"High School"
"2296";11810;1;1;3288;62;16;"M";"Yes";"Masters"
"2297";22810;10;1;3917;19;8;"F";"No";"Bachelors"
"2298";15880;4;2;0;36;12;"F";"Yes";"Masters"
"2299";21790;6;4;0;44;13;"M";"Yes";"Masters"
"2300";18230;6;4;0;45;13;"M";"Yes";"Masters"
"2301";18230;4;1;0;37;11;"F";"No";"High School"
"2302";27010;7;1;0;46;12;"F";"No";"Bachelors"
"2303";33320;4;1;0;46;14;"M";"No";"Masters"
"2304";21180;17;1;0;31;13;"F";"No";"PhD"
"2305";13220;1;1;0;54;13;"F";"Yes";"High School"
"2306";13720;6;1;0;40;14;"M";"Yes";"High School"
"2307";8520;1;1;0;37;9;"F";"No";"Masters"
"2308";13660;6;3;0;45;15;"M";"Yes";"High School"
"2309";22390;4;3;0;48;10;"F";"No";"PhD"
"2310";36970;9;3;0;36;11;"F";"Yes";"Masters"
"2311";13500;1;3;0;37;11;"F";"Yes";"Masters"
"2312";9140;17;3;0;37;NA;"M";"Yes";"High School"
"2313";14480;6;3;0;39;13;"M";"Yes";"High School"
"2314";13320;10;1;0;51;6;"M";"No";"Masters"
"2315";9420;6;2;20432,9233285325;42;8;"F";"No";"High School"
"2316";20040;1;2;6932;42;8;"F";"No";"High School"
"2317";15180;7;2;0;35;14;"F";"Yes";"<High School"
"2318";6800;6;1;8131;53;0;"F";"No";"<High School"
"2319";7160;3;2;6110,79990376112;40;5;"M";"Yes";"High School"
"2320";5980;1;1;3538,97112887492;48;10;"M";"No";"Masters"
"2321";10490;1;1;0;39;11;"F";"Yes";"High School"
"2322";16570;6;1;0;41;17;"M";"Yes";"PhD"
"2323";5900;4;2;4267;44;NA;"F";"No";"Masters"
"2324";21320;4;1;0;49;13;"F";"No";"Bachelors"
"2325";19750;9;1;0;41;10;"M";"Yes";"Bachelors"
"2326";9710;7;1;0;52;13;"M";"Yes";"High School"
"2327";5600;1;1;5387;41;0;"F";"Yes";"Bachelors"
"2328";22520;1;2;0;48;12;"M";"No";"Bachelors"
"2329";7000;4;2;1611;55;11;"M";"Yes";"High School"
"2330";8880;10;1;0;50;12;"F";"No";"<High School"
"2331";29510;4;2;0;29;14;"F";"Yes";"<High School"
"2332";12010;13;2;0;29;14;"F";"Yes";"<High School"
"2333";18500;6;2;3159;57;15;"F";"No";"Masters"
"2334";19560;1;2;343,847828374722;61;16;"F";"No";"Masters"
"2335";17390;10;1;0;52;NA;"F";"No";"PhD"
"2336";17870;3;1;0;34;8;"M";"No";"Masters"
"2337";6700;4;1;0;52;13;"M";"No";"Masters"
"2338";6600;4;2;0;51;9;"M";"Yes";"Masters"
"2339";5540;4;1;4456;48;9;"F";"No";"High School"
"2340";8240;10;1;0;32;13;"M";"No";"High School"
"2341";28900;10;1;0;52;14;"M";"Yes";"PhD"
"2342";16150;10;1;0;49;11;"M";"Yes";"Bachelors"
"2343";15990;17;2;0;53;9;"F";"No";"Masters"
"2344";20410;6;2;0;54;9;"F";"No";"Masters"
"2345";11810;3;3;0;61;13;"M";"Yes";"High School"
"2346";13940;10;3;3298;62;13;"M";"Yes";"<High School"
"2347";15390;1;1;0;56;15;"M";"Yes";"Bachelors"
"2348";19450;1;3;0;55;15;"M";"No";"PhD"
"2349";37130;6;3;78874,1905634724;57;16;"M";"No";"PhD"
"2350";25850;1;1;2078;46;7;"F";"No";"Bachelors"
"2351";10770;7;1;0;57;13;"M";"Yes";"Masters"
"2352";20630;3;1;4970;59;9;"F";"Yes";"Masters"
"2353";15200;14;1;0;44;7;"M";"Yes";"Bachelors"
"2354";24280;10;1;0;45;14;"F";"Yes";"High School"
"2355";10210;1;2;0;64;15;"M";"Yes";"Masters"
"2356";27910;10;1;0;41;16;"M";"Yes";"High School"
"2357";16560;6;6;0;44;0;"F";"No";"Masters"
"2358";20890;1;6;0;47;0;"F";"No";"Masters"
"2359";11780;3;6;0;47;0;"F";"No";"Masters"
"2360";7630;6;6;0;47;0;"F";"No";"Masters"
"2361";30000;4;3;0;44;13;"F";"Yes";"High School"
"2362";18110;1;1;0;34;11;"M";"No";"Masters"
"2363";7100;7;2;0;56;15;"F";"Yes";"Masters"
"2364";16250;10;2;2872;40;5;"F";"No";"Masters"
"2365";14060;11;1;0;45;14;"F";"Yes";"Bachelors"
"2366";36320;1;1;0;50;12;"M";"Yes";"Masters"
"2367";25940;6;3;0;47;14;"M";"Yes";"Masters"
"2368";12620;6;1;0;39;NA;"F";"Yes";"Bachelors"
"2369";14560;1;3;0;45;7;"F";"No";"Bachelors"
"2370";28840;10;3;5377;45;7;"F";"No";"Bachelors"
"2371";20800;6;1;0;45;NA;"F";"Yes";"Masters"
"2372";4050;7;2;0;42;10;"F";"No";"Bachelors"
"2373";21040;7;1;0;43;13;"M";"Yes";"Bachelors"
"2374";7700;7;1;0;62;14;"M";"Yes";"PhD"
"2375";22420;7;1;0;28;11;"M";"No";"Bachelors"
"2376";6900;10;1;5982;54;0;"F";"No";"Bachelors"
"2377";9640;6;1;2493;47;9;"M";"No";"High School"
"2378";25480;1;1;0;46;14;"M";"Yes";"High School"
"2379";12490;7;1;0;43;11;"M";"Yes";"Bachelors"
"2380";13450;11;1;2160;56;14;"F";"No";"High School"
"2381";26090;17;1;0;44;16;"F";"Yes";"Masters"
"2382";13140;10;1;0;49;NA;"M";"No";"Masters"
"2383";23950;1;1;6880;38;12;"F";"No";"High School"
"2384";6450;1;1;754,517183857782;48;13;"F";"Yes";"Bachelors"
"2385";7960;10;1;457,556364549431;54;12;"M";"Yes";"High School"
"2386";7080;7;1;0;37;15;"M";"No";"High School"
"2387";21960;6;1;0;44;8;"F";"No";"<High School"
"2388";10610;10;1;5457;57;15;"F";"No";"High School"
"2389";17470;6;1;3428;42;8;"M";"No";"<High School"
"2390";8570;1;2;8195,49835666005;40;8;"F";"No";"High School"
"2391";7180;7;1;0;35;14;"F";"Yes";"Masters"
"2392";12460;1;2;3254;40;13;"F";"Yes";"High School"
"2393";28890;6;1;0;47;11;"F";"No";"High School"
"2394";5100;6;2;5396;36;14;"M";"Yes";"Bachelors"
"2395";11490;11;2;0;45;15;"F";"Yes";"Bachelors"
"2396";18760;4;2;0;52;11;"F";"Yes";"Masters"
"2397";23410;7;2;0;52;11;"F";"Yes";"Masters"
"2398";32050;6;3;0;56;12;"F";"No";"Masters"
"2399";11440;4;3;0;58;13;"F";"No";"PhD"
"2400";17810;11;1;0;49;9;"M";"No";"Bachelors"
"2401";3470;6;1;0;48;11;"F";"No";"High School"
"2402";18280;1;1;0;41;14;"F";"Yes";"High School"
"2403";15490;6;2;3896;43;6;"F";"No";"Bachelors"
"2404";15440;6;1;0;44;13;"M";"No";"High School"
"2405";6800;1;2;0;53;13;"F";"Yes";"Masters"
"2406";38700;3;2;0;53;13;"F";"Yes";"Masters"
"2407";33110;1;1;5273;43;15;"M";"Yes";"High School"
"2408";10550;4;3;878;47;11;"F";"Yes";"Bachelors"
"2409";6760;1;1;0;42;14;"M";"No";"PhD"
"2410";8230;13;1;1384;24;10;"F";"No";"High School"
"2411";27460;1;1;0;49;9;"M";"Yes";"PhD"
"2412";31970;4;1;0;48;15;"M";"No";"Bachelors"
"2413";11370;1;1;0;37;15;"F";"Yes";"Masters"
"2414";1500;1;2;0;44;11;"M";"No";"PhD"
"2415";4500;7;1;0;30;NA;"M";"No";"<High School"
"2416";18780;3;1;0;31;14;"F";"Yes";"<High School"
"2417";26470;6;2;0;39;10;"F";"Yes";"Bachelors"
"2418";14470;7;1;0;34;15;"M";"Yes";"Masters"
"2419";15960;17;2;0;56;13;"M";"Yes";"High School"
"2420";6510;4;1;0;34;12;"F";"No";"High School"
"2421";15990;1;2;0;41;10;"M";"Yes";"High School"
"2422";6100;1;2;0;46;11;"M";"Yes";"Bachelors"
"2423";8580;1;1;6050;42;17;"F";"Yes";"<High School"
"2424";18580;7;1;0;44;13;"M";"Yes";"High School"
"2425";18300;1;1;6077;53;14;"F";"No";"Masters"
"2426";9060;1;1;0;47;7;"M";"No";"High School"
"2427";24660;1;1;4090;32;11;"M";"Yes";"Masters"
"2428";6700;6;1;0;52;0;"M";"Yes";"<High School"
"2429";5900;1;1;0;44;11;"M";"No";"Masters"
"2430";20320;7;2;0;54;12;"M";"Yes";"Masters"
"2431";4900;10;2;0;34;12;"F";"Yes";"Bachelors"
"2432";12300;1;1;0;32;8;"F";"Yes";"Bachelors"
"2433";37440;1;1;0;54;12;"M";"Yes";"High School"
"2434";6200;1;4;0;49;12;"F";"No";"High School"
"2435";5300;4;3;0;38;12;"F";"No";"<High School"
"2436";14270;4;3;5945,01800285099;38;NA;"F";"No";"<High School"
"2437";16870;4;1;0;35;0;"F";"Yes";"High School"
"2438";10090;4;1;5336;38;0;"F";"Yes";"<High School"
"2439";12440;7;2;0;50;15;"M";"Yes";"High School"
"2440";17540;10;2;0;46;13;"M";"Yes";"High School"
"2441";9760;4;2;0;47;13;"M";"Yes";"High School"
"2442";11980;1;1;0;41;13;"M";"Yes";"Bachelors"
"2443";44590;1;2;2707;51;12;"F";"No";"Bachelors"
"2444";7410;11;1;0;41;12;"F";"Yes";"<High School"
"2445";25010;1;4;0;54;14;"F";"Yes";"Bachelors"
"2446";11800;1;4;0;56;14;"F";"Yes";"Bachelors"
"2447";34550;1;4;0;56;14;"F";"Yes";"Bachelors"
"2448";6500;11;1;0;50;10;"F";"Yes";"High School"
"2449";19420;1;1;0;45;11;"M";"No";"High School"
"2450";18780;4;2;6561;62;18;"F";"Yes";"High School"
"2451";10610;1;1;0;46;13;"F";"No";"Bachelors"
"2452";17600;3;1;0;50;NA;"F";"Yes";"Masters"
"2453";32110;1;1;0;48;12;"M";"Yes";"PhD"
"2454";19020;13;2;0;34;16;"F";"Yes";"High School"
"2455";9710;10;1;3161;33;15;"M";"No";"High School"
"2456";7270;1;1;0;41;13;"F";"No";"<High School"
"2457";11650;6;1;3808;19;6;"F";"No";"High School"
"2458";8560;3;1;0;50;8;"M";"Yes";"Masters"
"2459";22300;12;1;3514;37;6;"F";"No";"<High School"
"2460";17680;15;3;2115;48;9;"M";"No";"Masters"
"2461";17170;10;1;0;40;17;"F";"Yes";"Bachelors"
"2462";4800;14;2;6882;38;11;"M";"No";"High School"
"2463";7380;1;1;0;36;14;"M";"Yes";"Masters"
"2464";22010;1;2;0;42;11;"F";"Yes";"Masters"
"2465";8820;6;2;0;43;11;"F";"Yes";"Masters"
"2466";14710;1;3;0;48;13;"M";"Yes";"Masters"
"2467";21940;1;2;0;56;12;"F";"No";"Masters"
"2468";18980;1;1;0;46;11;"M";"Yes";"PhD"
"2469";13880;1;1;1483;37;10;"F";"No";"PhD"
"2470";21680;6;1;0;54;14;"F";"Yes";"Masters"
"2471";18170;1;2;0;47;13;"M";"Yes";"High School"
"2472";24860;6;1;0;46;5;"M";"No";"Bachelors"
"2473";18930;7;3;0;57;12;"M";"Yes";"PhD"
"2474";25700;1;2;0;51;13;"F";"Yes";"High School"
"2475";17380;1;2;0;49;13;"F";"Yes";"Bachelors"
"2476";12240;1;1;0;46;8;"F";"Yes";"Bachelors"
"2477";11530;1;2;0;31;5;"F";"Yes";"PhD"
"2478";5790;1;2;0;32;5;"F";"Yes";"PhD"
"2479";21880;1;1;0;56;10;"F";"Yes";"High School"
"2480";2910;7;4;0;47;14;"F";"Yes";"Bachelors"
"2481";3790;8;4;3121;47;14;"F";"Yes";"Bachelors"
"2482";13180;1;1;5209;43;15;"M";"Yes";"<High School"
"2483";8160;1;1;2829;36;11;"M";"Yes";"<High School"
"2484";38870;7;2;2300;46;14;"F";"Yes";"PhD"
"2485";9990;1;2;0;47;14;"F";"Yes";"PhD"
"2486";5200;3;2;5192;38;15;"F";"Yes";"High School"
"2487";11560;1;1;4984;58;12;"M";"Yes";"<High School"
"2488";9700;17;1;0;49;15;"F";"Yes";"High School"
"2489";18240;17;1;0;47;7;"M";"No";"High School"
"2490";13240;15;1;686;37;14;"F";"No";"<High School"
"2491";24780;1;1;0;64;12;"F";"Yes";"Masters"
"2492";9800;1;2;3779;47;NA;"F";"Yes";"Masters"
"2493";10810;4;2;0;48;12;"F";"Yes";"Masters"
"2494";19330;4;2;0;39;16;"M";"Yes";"High School"
"2495";13350;1;2;0;39;16;"M";"Yes";"High School"
"2496";16370;10;1;0;38;NA;"F";"No";"High School"
"2497";13550;1;1;0;49;12;"F";"No";"Masters"
"2498";8840;10;3;0;52;10;"M";"No";"Masters"
"2499";14310;6;3;6857;53;10;"M";"No";"Masters"
"2500";15120;1;3;0;38;8;"M";"No";"Bachelors"
"2501";26890;6;3;0;41;8;"M";"No";"Bachelors"
"2502";21690;6;3;3107;41;8;"M";"No";"Bachelors"
"2503";15090;1;1;0;37;9;"M";"No";"PhD"
"2504";18430;5;1;0;46;10;"M";"Yes";"PhD"
"2505";2640;4;1;0;44;NA;"F";"Yes";"Masters"
"2506";26010;9;1;21829,3967768596;45;12;"F";"No";"Bachelors"
"2507";1500;9;1;2719;58;NA;"M";"Yes";"Masters"
"2508";27390;1;1;0;37;17;"M";"Yes";"Masters"
"2509";36080;1;3;27495,9304522535;42;9;"F";"No";"Bachelors"
"2510";7700;1;3;1956;43;9;"F";"No";"Bachelors"
"2511";7860;3;1;0;29;12;"M";"Yes";"High School"
"2512";21340;4;1;0;44;16;"F";"Yes";"High School"
"2513";23680;6;1;0;50;7;"M";"Yes";"Masters"
"2514";28370;7;2;0;42;11;"F";"Yes";"Masters"
"2515";11160;1;1;0;51;11;"F";"Yes";"High School"
"2516";21160;6;1;0;45;11;"M";"Yes";"Masters"
"2517";7980;7;3;0;45;14;"F";"Yes";"Bachelors"
"2518";15590;1;2;0;38;5;"F";"No";"High School"
"2519";19630;10;2;0;38;5;"F";"No";"High School"
"2520";9230;6;1;0;35;11;"F";"No";"High School"
"2521";28640;1;1;0;44;15;"F";"No";"Bachelors"
"2522";13250;4;3;0;44;13;"M";"Yes";"Bachelors"
"2523";25570;9;1;0;44;13;"F";"Yes";"High School"
"2524";12800;7;3;0;47;11;"M";"Yes";"Masters"
"2525";19480;6;1;0;41;10;"F";"Yes";"PhD"
"2526";43560;13;2;0;51;11;"F";"Yes";"Masters"
"2527";20850;7;2;0;51;11;"F";"Yes";"Masters"
"2528";28670;1;1;0;45;13;"M";"No";"PhD"
"2529";30690;1;1;0;56;14;"F";"Yes";"PhD"
"2530";21580;6;1;0;47;13;"M";"Yes";"Masters"
"2531";1500;4;1;0;54;0;"F";"Yes";"High School"
"2532";5700;7;2;0;41;0;"F";"Yes";"High School"
"2533";17190;1;2;0;42;0;"F";"Yes";"High School"
"2534";14430;7;1;0;56;13;"M";"Yes";"High School"
"2535";20180;1;1;1958;27;11;"M";"No";"Bachelors"
"2536";9240;6;1;0;40;12;"F";"Yes";"Masters"
"2537";28190;4;1;4093;34;11;"M";"No";"Masters"
"2538";27530;10;1;0;43;14;"F";"Yes";"Masters"
"2539";34640;1;2;3844;44;11;"M";"Yes";"High School"
